EmpID,Age,AgeGroup,ATTRITION_STATUS,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome_SLABWISE,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked_SLABWISE,NumCompaniesWorked,Over18,OverTime,SALARY HIKE SLAB,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears-SLABWISE,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany_SLABWISE,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion_LST PROMOTION,YearsSinceLastPromotion,YearsWithCurrManager
RM1217,43,36-45,0,No,Travel_Rarely,1179,Sales,0-5 KM,2,3,Medical,1,1706,EXCELLENT,Male,73,3,2,Sales Executive,FULLY SATISFIED,Married,7847,5k-10k,6069,1 TO 4,1,Y,Yes,16-20%,17,AVERAGE,BAD,80,LEARNER,6-10 YR,10,3,VERY GOOD,6-10 YR,10,9,4-10 YR,8,8
RM1263,43,36-45,1,Yes,Travel_Frequently,807,Research & Development,16-20 KM,17,3,Technical Degree,1,1767,VERY GOOD,Male,38,2,1,Research Scientist,GOOD,Married,2437,Upto 5k,15587,5 TO 9,9,Y,Yes,16-20%,16,AVERAGE,EXPERT,80,LEARNER,6-10 YR,6,4,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM1270,43,36-45,0,No,Travel_Rarely,244,Human Resources,0-5 KM,2,3,Life Sciences,1,1778,GOOD,Male,97,3,1,Human Resources,FULLY SATISFIED,Single,3539,Upto 5k,5033,PHRESHER,0,Y,No,10-15%,13,AVERAGE,POOR,80,BEGINNER,6-10 YR,10,5,VERY GOOD,6-10 YR,9,7,0-3 YR,1,8
RM1294,43,36-45,0,No,Non-Travel,343,Research & Development,6-10 KM,9,3,Life Sciences,1,1813,POOR,Male,52,3,1,Research Scientist,GOOD,Single,2438,Upto 5k,24978,1 TO 4,4,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,6-10 YR,7,2,GOOD ,0-5YR,3,2,0-3 YR,1,2
RM1317,43,36-45,0,No,Travel_Frequently,1422,Sales,0-5 KM,2,4,Life Sciences,1,1849,POOR,Male,92,3,2,Sales Executive,FULLY SATISFIED,Married,5675,5k-10k,19246,1 TO 4,1,Y,No,16-20%,20,ABOVE AVERAGE,GOOD,80,LEARNER,6-10 YR,7,5,VERY GOOD,6-10 YR,7,7,4-10 YR,7,7
RM1331,43,36-45,0,No,Travel_Rarely,823,Research & Development,6-10 KM,6,3,Medical,1,1866,POOR,Female,81,2,5,Manager,GOOD,Married,19392,15k+,22539,5 TO 9,7,Y,No,10-15%,13,AVERAGE,EXPERT,80,BEGINNER,15+YEAR,21,2,VERY GOOD,15 +YR,16,12,4-10 YR,6,14
RM1400,43,36-45,0,No,Travel_Rarely,574,Research & Development,11-15 KM,11,3,Life Sciences,1,1971,POOR,Male,30,3,3,Healthcare Representative,GOOD,Married,7510,5k-10k,16873,1 TO 4,1,Y,No,16-20%,17,AVERAGE,POOR,80,LEARNER,6-10 YR,10,1,VERY GOOD,6-10 YR,10,9,0-3 YR,0,9
RM032,44,36-45,0,No,Travel_Rarely,1459,Research & Development,6-10 KM,10,4,Other,1,40,EXCELLENT,Male,41,3,2,Healthcare Representative,FULLY SATISFIED,Married,6465,5k-10k,19121,1 TO 4,2,Y,Yes,10-15%,13,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,9,5,EXCELENT,0-5YR,4,2,0-3 YR,1,3
RM053,44,36-45,0,No,Travel_Rarely,1488,Sales,0-5 KM,1,5,Marketing,1,68,GOOD,Female,75,3,2,Sales Executive,NOT SATISFIED,Divorced,5454,5k-10k,4009,5 TO 9,5,Y,Yes,21-25 %,21,ABOVE AVERAGE,GOOD,80,LEARNER,6-10 YR,9,2,GOOD ,0-5YR,4,3,0-3 YR,1,3
RM100,44,36-45,0,No,Non-Travel,489,Research & Development,20 -30 KM,23,3,Medical,1,132,GOOD,Male,67,3,2,Laboratory Technician,POOR,Married,2042,Upto 5k,25043,1 TO 4,4,Y,No,10-15%,12,AVERAGE,GOOD,80,LEARNER,15+YEAR,17,3,EXCELENT,0-5YR,3,2,0-3 YR,1,2
RM287,44,36-45,1,Yes,Travel_Frequently,920,Research & Development,20 -30 KM,24,3,Life Sciences,1,392,EXCELLENT,Male,43,3,1,Laboratory Technician,GOOD,Divorced,3161,Upto 5k,19920,1 TO 4,3,Y,Yes,21-25 %,22,ABOVE AVERAGE,EXPERT,80,LEARNER,15+YEAR,19,0,POOR,0-5YR,1,0,0-3 YR,0,0
RM494,44,36-45,0,No,Travel_Rarely,1112,Human Resources,0-5 KM,1,4,Life Sciences,1,665,POOR,Female,50,2,2,Human Resources,GOOD,Single,5985,5k-10k,26894,1 TO 4,4,Y,No,10-15%,11,AVERAGE,POOR,80,BEGINNER,6-10 YR,10,1,EXCELENT,0-5YR,2,2,0-3 YR,0,2
RM498,44,36-45,0,No,Travel_Rarely,1315,Research & Development,0-5 KM,3,4,Other,1,671,EXCELLENT,Male,35,3,5,Manager,FULLY SATISFIED,Married,19513,15k+,9358,1 TO 4,4,Y,Yes,10-15%,12,AVERAGE,BAD,80,LEARNER,15+YEAR,26,2,EXCELENT,0-5YR,2,2,0-3 YR,0,1
RM544,44,36-45,0,No,Non-Travel,381,Research & Development,20 -30 KM,24,3,Medical,1,744,POOR,Male,49,1,1,Laboratory Technician,GOOD,Single,3708,Upto 5k,2104,1 TO 4,2,Y,No,10-15%,14,AVERAGE,GOOD,80,BEGINNER,6-10 YR,9,5,VERY GOOD,0-5YR,5,2,0-3 YR,1,4
RM618,44,36-45,0,No,Travel_Rarely,625,Research & Development,0-5 KM,4,3,Medical,1,852,EXCELLENT,Male,50,3,2,Healthcare Representative,POOR,Single,5933,5k-10k,5197,5 TO 9,9,Y,No,10-15%,12,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,10,2,GOOD ,0-5YR,5,2,0-3 YR,2,3
RM632,44,36-45,0,No,Travel_Rarely,986,Research & Development,6-10 KM,8,4,Life Sciences,1,874,POOR,Male,62,4,1,Laboratory Technician,FULLY SATISFIED,Married,2818,Upto 5k,5044,1 TO 4,2,Y,Yes,21-25 %,24,ABOVE AVERAGE,GOOD,80,LEARNER,6-10 YR,10,2,GOOD ,0-5YR,3,2,0-3 YR,0,2
RM659,44,36-45,0,No,Travel_Rarely,661,Research & Development,6-10 KM,9,2,Life Sciences,1,913,GOOD,Male,61,3,1,Research Scientist,NOT SATISFIED,Married,2559,Upto 5k,7508,1 TO 4,1,Y,Yes,10-15%,13,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,8,0,VERY GOOD,6-10 YR,8,7,4-10 YR,7,1
RM751,44,36-45,0,No,Travel_Rarely,1448,Sales,20 -30 KM,28,3,Medical,1,1039,EXCELLENT,Female,53,4,4,Sales Executive,FULLY SATISFIED,Married,13320,10k-15k,11737,1 TO 4,3,Y,Yes,16-20%,18,AVERAGE,GOOD,80,LEARNER,15+YEAR,23,2,VERY GOOD,11-15 YR,12,11,11-15 YR,11,11
RM790,44,36-45,1,Yes,Travel_Rarely,1376,Human Resources,0-5 KM,1,2,Medical,1,1098,GOOD,Male,91,2,3,Human Resources,NOT SATISFIED,Married,10482,10k-15k,2326,5 TO 9,9,Y,No,10-15%,14,AVERAGE,EXPERT,80,LEARNER,15+YEAR,24,1,VERY GOOD,15 +YR,20,6,0-3 YR,3,6
RM858,44,36-45,1,Yes,Travel_Rarely,1097,Research & Development,6-10 KM,10,4,Life Sciences,1,1200,VERY GOOD,Male,96,3,1,Research Scientist,GOOD,Single,2936,Upto 5k,10826,1 TO 4,1,Y,Yes,10-15%,11,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,4,VERY GOOD,6-10 YR,6,4,0-3 YR,0,2
RM863,44,36-45,0,No,Non-Travel,111,Research & Development,16-20 KM,17,3,Life Sciences,1,1206,EXCELLENT,Male,74,1,1,Research Scientist,GOOD,Single,2290,Upto 5k,4279,1 TO 4,2,Y,No,10-15%,13,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,6,3,VERY GOOD,0-5YR,0,0,0-3 YR,0,0
RM876,44,36-45,0,No,Travel_Rarely,200,Research & Development,20 -30 KM,29,4,Other,1,1225,EXCELLENT,Male,32,3,2,Research Scientist,FULLY SATISFIED,Single,4541,Upto 5k,7744,1 TO 4,1,Y,No,21-25 %,25,ABOVE AVERAGE,POOR,80,BEGINNER,15+YEAR,20,3,VERY GOOD,15 +YR,20,11,11-15 YR,13,17
RM892,44,36-45,0,No,Travel_Rarely,1117,Research & Development,0-5 KM,2,1,Life Sciences,1,1246,POOR,Female,72,4,1,Research Scientist,FULLY SATISFIED,Married,2011,Upto 5k,19982,1 TO 4,1,Y,No,10-15%,13,AVERAGE,EXPERT,80,LEARNER,6-10 YR,10,5,VERY GOOD,6-10 YR,10,5,4-10 YR,7,7
RM908,44,36-45,0,No,Travel_Rarely,1099,Sales,0-5 KM,5,3,Marketing,1,1267,GOOD,Male,88,3,5,Manager,POOR,Married,18213,15k+,8751,5 TO 9,7,Y,No,10-15%,11,AVERAGE,GOOD,80,LEARNER,15+YEAR,26,5,VERY GOOD,15 +YR,22,9,0-3 YR,3,10
RM923,44,36-45,0,No,Travel_Rarely,1199,Research & Development,0-5 KM,4,2,Life Sciences,1,1288,VERY GOOD,Male,92,4,5,Manager,NOT SATISFIED,Divorced,19190,15k+,17477,1 TO 4,1,Y,No,10-15%,14,AVERAGE,EXPERT,80,EXPERT,15+YEAR,26,4,GOOD ,15 +YR,25,9,11-15 YR,14,13
RM929,44,36-45,1,Yes,Travel_Rarely,621,Research & Development,11-15 KM,15,3,Medical,1,1295,POOR,Female,73,3,3,Healthcare Representative,FULLY SATISFIED,Married,7978,5k-10k,14075,1 TO 4,1,Y,No,10-15%,11,AVERAGE,EXPERT,80,LEARNER,6-10 YR,10,2,VERY GOOD,6-10 YR,10,7,0-3 YR,0,5
RM954,44,36-45,1,Yes,Travel_Rarely,935,Research & Development,0-5 KM,3,3,Life Sciences,1,1333,POOR,Male,89,3,1,Laboratory Technician,NOT SATISFIED,Married,2362,Upto 5k,14669,1 TO 4,4,Y,No,10-15%,12,AVERAGE,GOOD,80,BEGINNER,6-10 YR,10,4,EXCELENT,0-5YR,3,2,0-3 YR,1,2
RM1043,44,36-45,0,No,Non-Travel,981,Research & Development,0-5 KM,5,3,Life Sciences,1,1471,VERY GOOD,Male,90,2,1,Laboratory Technician,GOOD,Single,3162,Upto 5k,7973,1 TO 4,3,Y,No,10-15%,14,AVERAGE,EXPERT,80,BEGINNER,6-10 YR,7,5,VERY GOOD,0-5YR,5,2,0-3 YR,0,3
RM1047,44,36-45,0,No,Travel_Rarely,1467,Research & Development,16-20 KM,20,3,Life Sciences,1,1475,EXCELLENT,Male,49,3,1,Research Scientist,POOR,Single,3420,Upto 5k,21158,1 TO 4,1,Y,No,10-15%,13,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,3,GOOD ,0-5YR,5,2,0-3 YR,1,3
RM1052,44,36-45,0,No,Travel_Frequently,383,Sales,0-5 KM,1,5,Marketing,1,1481,POOR,Female,79,3,2,Sales Executive,GOOD,Married,4768,Upto 5k,9282,5 TO 9,7,Y,No,10-15%,12,AVERAGE,GOOD,80,LEARNER,11-15 YR,11,4,GOOD ,0-5YR,1,0,0-3 YR,0,0
RM1063,44,36-45,0,No,Travel_Frequently,1193,Research & Development,0-5 KM,2,1,Medical,1,1496,GOOD,Male,86,3,3,Manufacturing Director,GOOD,Single,10209,10k-15k,19719,5 TO 9,5,Y,Yes,16-20%,18,AVERAGE,POOR,80,BEGINNER,15+YEAR,16,2,GOOD ,0-5YR,2,2,0-3 YR,2,2
RM1079,44,36-45,0,No,Travel_Rarely,136,Research & Development,20 -30 KM,28,3,Life Sciences,1,1523,EXCELLENT,Male,32,3,4,Research Director,NOT SATISFIED,Married,16328,15k+,22074,1 TO 4,3,Y,No,10-15%,13,AVERAGE,GOOD,80,LEARNER,15+YEAR,24,1,EXCELENT,15 +YR,20,6,11-15 YR,14,17
RM1141,44,36-45,0,No,Travel_Rarely,1313,Research & Development,6-10 KM,7,3,Medical,1,1608,GOOD,Female,31,3,5,Research Director,FULLY SATISFIED,Divorced,19049,15k+,3549,PHRESHER,0,Y,Yes,10-15%,14,AVERAGE,EXPERT,80,LEARNER,15+YEAR,23,4,GOOD ,15 +YR,22,7,0-3 YR,1,10
RM1166,44,36-45,0,No,Travel_Frequently,602,Human Resources,0-5 KM,1,5,Human Resources,1,1642,POOR,Male,37,3,2,Human Resources,FULLY SATISFIED,Married,5743,5k-10k,10503,1 TO 4,4,Y,Yes,10-15%,11,AVERAGE,GOOD,80,BEGINNER,11-15 YR,14,3,VERY GOOD,6-10 YR,10,7,0-3 YR,0,2
RM1201,44,36-45,0,No,Travel_Rarely,528,Human Resources,0-5 KM,1,3,Life Sciences,1,1683,VERY GOOD,Female,44,3,1,Human Resources,FULLY SATISFIED,Divorced,3195,Upto 5k,4167,1 TO 4,4,Y,Yes,16-20%,18,AVERAGE,BAD,80,EXPERIENCED,6-10 YR,8,2,VERY GOOD,0-5YR,2,2,0-3 YR,2,2
RM1215,44,36-45,0,No,Travel_Rarely,921,Research & Development,0-5 KM,2,3,Life Sciences,1,1703,VERY GOOD,Female,96,4,3,Healthcare Representative,FULLY SATISFIED,Married,7879,5k-10k,14810,1 TO 4,1,Y,Yes,16-20%,19,AVERAGE,POOR,80,LEARNER,6-10 YR,9,2,VERY GOOD,6-10 YR,8,7,4-10 YR,6,7
RM1280,44,36-45,1,Yes,Travel_Frequently,429,Research & Development,0-5 KM,1,2,Medical,1,1792,VERY GOOD,Male,99,3,1,Research Scientist,POOR,Divorced,2342,Upto 5k,11092,1 TO 4,1,Y,Yes,10-15%,12,AVERAGE,GOOD,80,EXPERIENCED,6-10 YR,6,2,GOOD ,0-5YR,5,3,0-3 YR,2,3
RM1353,44,36-45,0,No,Travel_Rarely,170,Research & Development,0-5 KM,1,4,Life Sciences,1,1903,GOOD,Male,78,4,2,Healthcare Representative,NOT SATISFIED,Married,5033,5k-10k,9364,1 TO 4,2,Y,No,10-15%,15,AVERAGE,EXPERT,80,LEARNER,6-10 YR,10,5,VERY GOOD,0-5YR,2,0,0-3 YR,2,2
RM1436,44,36-45,0,No,Travel_Rarely,1037,Research & Development,0-5 KM,1,3,Medical,1,2020,GOOD,Male,42,3,1,Research Scientist,FULLY SATISFIED,Single,2436,Upto 5k,13422,5 TO 9,6,Y,Yes,10-15%,12,AVERAGE,GOOD,80,BEGINNER,6-10 YR,6,2,VERY GOOD,0-5YR,4,3,0-3 YR,1,2
RM068,45,36-45,0,No,Travel_Rarely,1339,Research & Development,6-10 KM,7,3,Life Sciences,1,86,GOOD,Male,59,3,3,Research Scientist,NOT SATISFIED,Divorced,9724,5k-10k,18787,1 TO 4,2,Y,No,16-20%,17,AVERAGE,GOOD,80,LEARNER,15+YEAR,25,2,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM154,45,36-45,0,No,Travel_Rarely,194,Research & Development,6-10 KM,9,3,Life Sciences,1,206,GOOD,Male,60,3,2,Laboratory Technician,POOR,Divorced,2348,Upto 5k,10901,5 TO 9,8,Y,No,16-20%,18,AVERAGE,GOOD,80,LEARNER,15+YEAR,20,2,POOR,15 +YR,17,9,0-3 YR,0,15
RM175,45,36-45,0,No,Travel_Rarely,1268,Sales,0-5 KM,4,2,Life Sciences,1,240,VERY GOOD,Female,30,3,2,Sales Executive,NOT SATISFIED,Divorced,5006,5k-10k,6319,1 TO 4,4,Y,Yes,10-15%,11,AVERAGE,BAD,80,LEARNER,6-10 YR,9,3,EXCELENT,0-5YR,5,4,0-3 YR,0,3
RM195,45,36-45,0,No,Non-Travel,1195,Research & Development,0-5 KM,2,2,Medical,1,264,POOR,Male,65,2,4,Manager,FULLY SATISFIED,Married,16792,15k+,20462,5 TO 9,9,Y,No,21-25 %,23,ABOVE AVERAGE,EXPERT,80,LEARNER,15+YEAR,22,1,VERY GOOD,15 +YR,20,8,11-15 YR,11,8
RM219,45,36-45,0,No,Non-Travel,1052,Sales,6-10 KM,6,3,Medical,1,302,EXCELLENT,Female,57,2,3,Sales Executive,FULLY SATISFIED,Single,8865,5k-10k,16840,5 TO 9,6,Y,No,10-15%,12,AVERAGE,EXPERT,80,BEGINNER,15+YEAR,23,2,VERY GOOD,15 +YR,19,7,11-15 YR,12,8
RM245,45,36-45,0,No,Travel_Rarely,252,Research & Development,0-5 KM,1,3,Other,1,336,VERY GOOD,Male,70,4,5,Manager,FULLY SATISFIED,Married,19202,15k+,15970,PHRESHER,0,Y,No,10-15%,11,AVERAGE,GOOD,80,LEARNER,15+YEAR,25,2,VERY GOOD,15 +YR,24,0,0-3 YR,1,7
RM269,45,36-45,0,No,Travel_Rarely,1385,Research & Development,16-20 KM,20,2,Medical,1,372,VERY GOOD,Male,79,3,4,Healthcare Representative,FULLY SATISFIED,Married,13496,10k-15k,7501,PHRESHER,0,Y,Yes,10-15%,14,AVERAGE,POOR,80,BEGINNER,15+YEAR,21,2,VERY GOOD,15 +YR,20,7,4-10 YR,4,10
RM312,45,36-45,0,No,Travel_Frequently,1249,Research & Development,6-10 KM,7,3,Life Sciences,1,425,POOR,Male,97,3,3,Laboratory Technician,NOT SATISFIED,Divorced,5210,5k-10k,20308,1 TO 4,1,Y,No,16-20%,18,AVERAGE,BAD,80,LEARNER,15+YEAR,24,2,VERY GOOD,15 +YR,24,9,4-10 YR,9,11
RM335,45,36-45,0,No,Travel_Rarely,549,Research & Development,6-10 KM,8,4,Other,1,452,EXCELLENT,Male,75,3,2,Research Scientist,FULLY SATISFIED,Married,3697,Upto 5k,9278,5 TO 9,9,Y,No,10-15%,14,AVERAGE,BAD,80,EXPERT,11-15 YR,12,3,VERY GOOD,6-10 YR,10,9,4-10 YR,9,8
RM453,45,36-45,0,No,Travel_Rarely,561,Sales,0-5 KM,2,3,Other,1,606,EXCELLENT,Male,61,3,2,Sales Executive,POOR,Married,4805,Upto 5k,16177,PHRESHER,0,Y,No,16-20%,19,AVERAGE,POOR,80,LEARNER,6-10 YR,9,3,EXCELENT,6-10 YR,8,7,0-3 YR,3,7
RM505,45,36-45,1,Yes,Travel_Frequently,306,Sales,20 -30 KM,26,4,Life Sciences,1,684,POOR,Female,100,3,2,Sales Executive,NOT SATISFIED,Married,4286,Upto 5k,5630,1 TO 4,2,Y,No,10-15%,14,AVERAGE,EXPERT,80,EXPERT,0-5 YEARS,5,4,VERY GOOD,0-5YR,1,1,0-3 YR,0,0
RM565,45,36-45,0,No,Travel_Rarely,954,Sales,0-5 KM,2,2,Technical Degree,1,783,GOOD,Male,46,1,2,Sales Representative,GOOD,Single,6632,5k-10k,12388,PHRESHER,0,Y,No,10-15%,13,AVERAGE,BAD,80,BEGINNER,6-10 YR,9,3,VERY GOOD,6-10 YR,8,7,0-3 YR,3,1
RM604,45,36-45,0,No,Travel_Rarely,252,Research & Development,0-5 KM,2,3,Life Sciences,1,834,GOOD,Female,95,2,1,Research Scientist,GOOD,Single,2274,Upto 5k,6153,1 TO 4,1,Y,No,10-15%,14,AVERAGE,EXPERT,80,BEGINNER,0-5 YEARS,1,3,VERY GOOD,0-5YR,1,0,0-3 YR,0,0
RM626,45,36-45,0,No,Travel_Rarely,930,Sales,6-10 KM,9,3,Marketing,1,864,EXCELLENT,Male,74,3,3,Sales Executive,NOT SATISFIED,Divorced,10761,10k-15k,19239,1 TO 4,4,Y,Yes,10-15%,12,AVERAGE,GOOD,80,LEARNER,15+YEAR,18,2,VERY GOOD,0-5YR,5,4,0-3 YR,0,2
RM697,45,36-45,0,No,Non-Travel,805,Research & Development,0-5 KM,4,2,Life Sciences,1,972,VERY GOOD,Male,57,3,2,Laboratory Technician,POOR,Married,4447,Upto 5k,23163,1 TO 4,1,Y,No,10-15%,12,AVERAGE,POOR,80,BEGINNER,6-10 YR,9,5,GOOD ,6-10 YR,9,7,0-3 YR,0,8
RM714,45,36-45,0,No,Travel_Rarely,974,Research & Development,0-5 KM,1,4,Medical,1,996,EXCELLENT,Female,91,3,1,Laboratory Technician,FULLY SATISFIED,Divorced,2270,Upto 5k,11005,1 TO 4,3,Y,No,10-15%,14,AVERAGE,EXPERT,80,EXPERT,6-10 YR,8,2,VERY GOOD,0-5YR,5,3,0-3 YR,0,2
RM719,45,36-45,0,No,Non-Travel,248,Research & Development,20 -30 KM,23,2,Life Sciences,1,1002,EXCELLENT,Male,42,3,2,Laboratory Technician,NOT SATISFIED,Married,3633,Upto 5k,14039,1 TO 4,1,Y,Yes,10-15%,15,AVERAGE,GOOD,80,LEARNER,6-10 YR,9,2,VERY GOOD,6-10 YR,9,8,0-3 YR,0,8
RM756,45,36-45,0,No,Travel_Rarely,1234,Sales,11-15 KM,11,2,Life Sciences,1,1045,EXCELLENT,Female,90,3,4,Manager,FULLY SATISFIED,Married,17650,15k+,5404,1 TO 4,3,Y,No,10-15%,13,AVERAGE,POOR,80,LEARNER,15+YEAR,26,4,EXCELENT,6-10 YR,9,3,0-3 YR,1,1
RM760,45,36-45,0,No,Travel_Rarely,788,Human Resources,20 -30 KM,24,4,Medical,1,1049,GOOD,Male,36,3,1,Human Resources,POOR,Single,2177,Upto 5k,8318,1 TO 4,1,Y,No,16-20%,16,AVERAGE,BAD,80,BEGINNER,6-10 YR,6,3,VERY GOOD,6-10 YR,6,3,0-3 YR,0,4
RM806,45,36-45,0,No,Non-Travel,1050,Sales,6-10 KM,9,4,Life Sciences,1,1117,GOOD,Female,65,2,2,Sales Executive,GOOD,Married,5593,5k-10k,17970,1 TO 4,1,Y,No,10-15%,13,AVERAGE,EXPERT,80,LEARNER,11-15 YR,15,2,VERY GOOD,11-15 YR,15,10,4-10 YR,4,12
RM855,45,36-45,0,No,Travel_Rarely,1457,Research & Development,6-10 KM,7,3,Medical,1,1195,POOR,Female,83,3,1,Research Scientist,GOOD,Married,4477,Upto 5k,20100,1 TO 4,4,Y,Yes,16-20%,19,AVERAGE,GOOD,80,LEARNER,6-10 YR,7,2,GOOD ,0-5YR,3,2,0-3 YR,0,2
RM914,45,36-45,1,Yes,Travel_Rarely,1449,Sales,0-5 KM,2,3,Marketing,1,1277,POOR,Female,94,1,5,Manager,POOR,Single,18824,15k+,2493,1 TO 4,2,Y,Yes,16-20%,16,AVERAGE,BAD,80,BEGINNER,15+YEAR,26,2,VERY GOOD,15 +YR,24,10,0-3 YR,1,11
RM937,45,36-45,0,No,Travel_Frequently,364,Research & Development,20 -30 KM,25,3,Medical,1,1306,GOOD,Female,83,3,5,Manager,POOR,Single,18061,15k+,13035,1 TO 4,3,Y,No,21-25 %,22,ABOVE AVERAGE,GOOD,80,BEGINNER,15+YEAR,22,4,VERY GOOD,0-5YR,0,0,0-3 YR,0,0
RM1035,45,36-45,0,No,Travel_Rarely,1038,Research & Development,16-20 KM,20,3,Medical,1,1460,GOOD,Male,95,1,3,Healthcare Representative,NOT SATISFIED,Divorced,10851,10k-15k,19863,1 TO 4,2,Y,Yes,16-20%,18,AVERAGE,POOR,80,LEARNER,15+YEAR,24,2,VERY GOOD,6-10 YR,7,7,0-3 YR,0,7
RM1038,45,36-45,0,No,Travel_Rarely,1448,Research & Development,20 -30 KM,29,3,Technical Degree,1,1465,GOOD,Male,55,3,3,Manufacturing Director,FULLY SATISFIED,Married,9380,5k-10k,14720,1 TO 4,4,Y,Yes,16-20%,18,AVERAGE,EXPERT,80,EXPERT,6-10 YR,10,4,EXCELENT,0-5YR,3,1,0-3 YR,1,2
RM1093,45,36-45,0,No,Travel_Rarely,950,Research & Development,20 -30 KM,28,3,Technical Degree,1,1546,EXCELLENT,Male,97,3,1,Research Scientist,FULLY SATISFIED,Married,2132,Upto 5k,4585,1 TO 4,4,Y,No,16-20%,20,ABOVE AVERAGE,EXPERT,80,LEARNER,6-10 YR,8,3,VERY GOOD,0-5YR,5,4,0-3 YR,0,3
RM1100,45,36-45,0,No,Travel_Rarely,538,Research & Development,0-5 KM,1,4,Technical Degree,1,1553,POOR,Male,66,3,3,Healthcare Representative,POOR,Divorced,7441,5k-10k,20933,1 TO 4,1,Y,No,10-15%,12,AVERAGE,BAD,80,EXPERIENCED,6-10 YR,10,4,VERY GOOD,6-10 YR,10,8,4-10 YR,7,7
RM1143,45,36-45,0,No,Travel_Rarely,1015,Research & Development,0-5 KM,5,5,Medical,1,1611,VERY GOOD,Female,50,1,2,Laboratory Technician,NOT SATISFIED,Single,5769,5k-10k,23447,1 TO 4,1,Y,Yes,10-15%,14,AVERAGE,BAD,80,BEGINNER,6-10 YR,10,3,VERY GOOD,6-10 YR,10,7,0-3 YR,1,4
RM1144,45,36-45,0,No,Non-Travel,336,Sales,20 -30 KM,26,3,Marketing,1,1612,POOR,Male,52,2,2,Sales Executive,NOT SATISFIED,Married,4385,Upto 5k,24162,1 TO 4,1,Y,No,10-15%,15,AVERAGE,BAD,80,LEARNER,6-10 YR,10,2,VERY GOOD,6-10 YR,10,7,4-10 YR,4,5
RM1161,45,36-45,0,No,Travel_Rarely,1329,Research & Development,0-5 KM,2,2,Other,1,1635,EXCELLENT,Female,59,2,2,Manufacturing Director,FULLY SATISFIED,Divorced,5770,5k-10k,5388,1 TO 4,1,Y,No,16-20%,19,AVERAGE,BAD,80,EXPERT,6-10 YR,10,3,VERY GOOD,6-10 YR,10,7,0-3 YR,3,9
RM1222,45,36-45,0,No,Non-Travel,1238,Research & Development,0-5 KM,1,1,Life Sciences,1,1712,VERY GOOD,Male,74,2,3,Healthcare Representative,GOOD,Married,10748,10k-15k,3395,1 TO 4,3,Y,No,21-25 %,23,ABOVE AVERAGE,EXPERT,80,LEARNER,15+YEAR,25,3,GOOD ,15 +YR,23,15,11-15 YR,14,4
RM1226,45,36-45,0,No,Travel_Rarely,1005,Research & Development,20 -30 KM,28,2,Technical Degree,1,1719,EXCELLENT,Female,48,2,4,Research Director,POOR,Single,16704,15k+,17119,1 TO 4,1,Y,No,10-15%,11,AVERAGE,GOOD,80,BEGINNER,15+YEAR,21,2,VERY GOOD,15 +YR,21,6,4-10 YR,8,6
RM1244,45,36-45,0,No,Travel_Rarely,176,Human Resources,0-5 KM,4,3,Life Sciences,1,1744,VERY GOOD,Female,56,1,3,Human Resources,GOOD,Married,9756,5k-10k,6595,1 TO 4,4,Y,No,21-25 %,21,ABOVE AVERAGE,GOOD,80,EXPERT,6-10 YR,9,2,EXCELENT,0-5YR,5,0,0-3 YR,0,3
RM1315,45,36-45,0,No,Non-Travel,589,Sales,0-5 KM,2,4,Life Sciences,1,1845,VERY GOOD,Female,67,3,2,Sales Executive,GOOD,Married,5154,5k-10k,19665,1 TO 4,4,Y,No,21-25 %,22,ABOVE AVERAGE,POOR,80,EXPERT,6-10 YR,10,3,EXCELENT,6-10 YR,8,7,4-10 YR,5,7
RM1347,45,36-45,0,No,Travel_Rarely,556,Research & Development,20 -30 KM,25,2,Life Sciences,1,1888,GOOD,Female,93,2,2,Manufacturing Director,FULLY SATISFIED,Married,5906,5k-10k,23888,PHRESHER,0,Y,No,10-15%,13,AVERAGE,EXPERT,80,EXPERT,6-10 YR,10,2,GOOD ,6-10 YR,9,8,0-3 YR,3,8
